,Contrast,Solarize,ShearY,TranslateX,Rotate,Sharpness,ShearX,Color,Brightness,TranslateY,SSL algorithm,test acc
0,,1.0,,,,,0.004449733807366107,,0.9686110141915404,,BYOL,82.7
1,0.16192643297616274,,,5.0,1.0,,,,,,BYOL,83.46
2,,,0.013366914735129909,,,,,0.34964069787966523,,13.0,BYOL,82.73
3,,1.0,,,,0.92229607190495,,0.6105127922320872,,,BYOL,82.35
4,,,,3.0,-1.0,,,1.482108065099183,,,BYOL,82.8
5,1.1492768005080465,0.0,,,,,0.04019175811474016,,,,BYOL,83.39
6,,,,,19.0,1.716753240170539,,0.6658548489216111,,,BYOL,83.14
7,1.2753599170758068,1.0,,,,0.9459531405343823,,,,,BYOL,82.83
8,,,,3.0,,1.8456105600533361,,,,0.0,BYOL,83.13
9,1.2842036897663964,,,,4.0,,0.24539485932888955,,,,BYOL,82.97
10,,0.0,0.17017064305893717,5.0,,,,,,,BYOL,82.66
11,1.8058490636022833,,0.04990912373797426,,,,,,1.5534095536445602,,BYOL,82.92
12,0.3583237864900751,0.0,,,,,,,1.3254212252383388,,BYOL,83.17
13,,,0.049481341973889655,4.0,,0.5806487233960831,,,,,BYOL,82.57
14,0.8824789881899818,,,12.0,,,,,0.7256282611974705,,BYOL,82.65
15,,,,,,0.674961827968961,0.09949716679064864,,0.24386505835638256,,BYOL,83.02
16,0.8030564953171911,1.0,,10.0,,,,,,,BYOL,82.45
17,,,,,1.0,0.9686701840444559,,,,8.0,BYOL,83.72
18,0.8220337841240242,,0.20228834478879254,14.0,,,,,,,BYOL,83.26
19,,1.0,,,,0.9818123658236851,,0.39843359295797376,,,BYOL,82.41
20,1.5923197408286636,1.0,0.2616040282014692,,,,,,,,BYOL,83.64
21,,,0.04560361305346282,,,0.7293483344237365,0.1824666949825249,,,,BYOL,82.98
22,1.651665793252881,,,12.0,,,,,1.00200193271606,,BYOL,82.64
23,1.7162947641291737,,,,-3.0,,,1.356166625207981,,,BYOL,83.07
24,,,,0.0,,0.6815113851010918,,1.4313542651177675,,,BYOL,83.03
25,0.309476607533101,,,,,,0.08888415866052361,,,12.0,BYOL,83.04
26,,,0.273929593452709,,8.0,,,,,0.0,BYOL,83.25
27,,,0.2010003949940041,5.0,-21.0,,,,,,BYOL,82.91
28,,0.0,,,,,,,1.874541294796494,1.0,BYOL,82.68
29,,1.0,,,,,,,0.47386479955384475,1.0,BYOL,82.67
30,0.9057201474557218,0.0,,,,1.4382006347174625,,,,,BYOL,83.06
31,,,0.0023242686903337194,,10.0,,,1.5089762861194609,,,BYOL,83.35
32,,0.0,,,,0.8623325618715196,,,0.2263108118630697,,BYOL,82.99
33,,,0.07640942564656317,,,,0.13706212883629906,1.4669191088416884,,,BYOL,83.29
34,0.9989040696140622,,,,2.0,,,,1.734465368647275,,BYOL,83.01
35,1.4077835090362234,1.0,,,,,,0.9686737554578606,,,BYOL,82.17
36,0.2511089998584214,,,,,0.7606329324988612,,,1.0716527692655162,,BYOL,82.75
37,,0.0,,9.0,,,,,1.6251157501368843,,BYOL,82.3
38,,,,,11.0,,0.09662916602314,1.4327958204877682,,,BYOL,82.6
39,,,,,-11.0,,,0.5335252844047151,1.1903333629329353,,BYOL,83.32
40,,,0.06596290149546202,,,1.4408428455367732,0.2853431167192505,,,,BYOL,82.85
41,0.4623890937180807,,,,,,0.25439522241362017,,,6.0,BYOL,83.26
42,,,,,,,,1.3461090135638663,1.6664404279424043,10.0,BYOL,82.75
43,,,,,,,0.25792090580278365,1.1820859115499582,0.8146508319989598,,BYOL,83.63
44,,,0.10362083762847922,9.0,,,,,1.5207801949685043,,BYOL,83.48
45,,,,1.0,,,0.11922439956495856,1.1402010216238636,,,BYOL,82.48
46,,,,7.0,,,0.13342321002443752,1.7631543379874088,,,BYOL,82.63
47,0.41516722170124987,,,,,1.583503780979239,,,1.8748466274701334,,BYOL,82.87
48,1.2540776556328381,,,,,0.27465814783584785,,0.7988310944274458,,,BYOL,82.03
49,,,,14.0,,,0.17100375167004891,,,12.0,BYOL,82.79
50,,0.0,,,,1.1897290728487664,,1.8284611276523515,,,BYOL,83.44
51,,,,,7.0,,0.029892767152606192,,,2.0,BYOL,82.84
52,,,,6.0,,,,1.6305592036022605,0.644742756376361,,BYOL,82.96
53,,0.0,0.14749968758853388,,,,,,0.7216081989345896,,BYOL,83.08
54,1.6815922131179386,1.0,,12.0,,,,,,,BYOL,83.13
55,,1.0,,2.0,,,,,1.0240403663751938,,BYOL,83.21
56,,1.0,0.0705141755346074,,,,,,1.3990482967334739,,BYOL,83.33
57,,,0.15654388506652936,,-8.0,,,,1.600570093341081,,BYOL,82.56
58,0.12199663070774346,,,,13.0,,,,,2.0,BYOL,83.37
59,,1.0,0.17308866286107183,,,,,,,1.0,BYOL,82.8
60,,1.0,,,26.0,,,,,1.0,BYOL,83.32
61,,,,,,0.8203683425500856,0.00938009623576822,,,1.0,BYOL,83.8
62,,0.0,,10.0,,,,0.7451656191350525,,,BYOL,83.42
63,0.4700240793015845,,,4.0,,,0.28776412864177464,,,,BYOL,82.13
64,,,,,,1.1522360360025132,,,1.2064658357281854,6.0,BYOL,83.06
65,,0.0,,,,0.10983114258746969,0.008300875511549276,,,,BYOL,82.73
66,,,0.004388502229883717,1.0,,,0.2079461382000251,,,,BYOL,83.49
67,,0.0,,8.0,,,,,0.40513673495491087,,BYOL,82.77
68,0.4343434830169629,1.0,,,,0.8179043019521482,,,,,BYOL,83.21
69,1.2987355092689485,,,,,,,0.5557375558982303,0.3502775570568769,,BYOL,82.74
70,0.241437292377653,,0.04608153837478724,,,,0.15746970916198336,,,,BYOL,82.76
71,,,0.2116184829584802,4.0,,1.5519796967681398,,,,,BYOL,82.91
72,,0.0,,,-21.0,,0.262672677285431,,,,BYOL,82.81
73,,,,,,,0.1606728025107769,,0.48505339521121893,4.0,BYOL,82.79
74,,1.0,,8.0,,,0.200806129820572,,,,BYOL,82.8
75,0.934648918479513,,0.13924908679221876,,27.0,,,,,,BYOL,82.75
76,,0.0,,9.0,,,0.04620211746861606,,,,BYOL,82.89
77,0.8008674003155373,,,,,0.9815925841242765,,0.37858338860908725,,,BYOL,82.87
78,0.990342472014813,,,,-8.0,,,,,10.0,BYOL,82.66
79,,1.0,,,,1.2549073406669577,,,0.3686457351139466,,BYOL,83.43
80,,,,10.0,,,0.10035677023864854,0.9237823225257129,,,BYOL,82.7
81,,,,,,0.7842273168106125,0.23608806449465816,,1.4973257128563258,,BYOL,82.4
82,,,,14.0,,,0.2974333226900039,,0.7589656396469516,,BYOL,83.16
83,0.22209132408168175,,0.10988419981671409,,,,,,,1.0,BYOL,82.96
84,0.419753978767083,0.0,,,18.0,,,,,,BYOL,82.4
85,,0.0,,,,1.3948757922739248,,,,13.0,BYOL,83.04
86,1.8271362389868424,1.0,,,,,,,,12.0,BYOL,83.44
87,,,0.25612879158446816,2.0,,1.164951516454205,,,,,BYOL,83.27
88,1.7880811677962403,0.0,0.026621096255439625,,,,,,,,BYOL,82.5
89,0.7605548746269685,,,10.0,,0.4740343052611419,,,,,BYOL,83.41
90,,,,,1.0,0.8501020851732823,,0.3789101623534339,,,BYOL,81.96
91,,,,,,,0.1504532595668622,1.31355167275806,1.4971972857234634,,BYOL,83.42
92,,0.0,,,,,0.13778657951298542,,1.3853915431413293,,BYOL,82.96
93,,0.0,0.2631375919121909,,,,,,0.9318729928942774,,BYOL,82.38
94,,1.0,0.2863690763869676,,,,,,1.1272417490887572,,BYOL,82.0
95,,1.0,0.22592720703848662,,,,,,1.5673847615520426,,BYOL,82.58
96,1.3810194647877425,1.0,,,,,0.18987168424161543,,,,BYOL,83.12
97,,1.0,,3.0,-20.0,,,,,,BYOL,83.08
98,0.8263720582684616,,,,,1.092092921108084,,,1.8511679004802541,,BYOL,83.05
99,1.235552396392856,,,,,,0.2446480001449053,0.6461734632456645,,,BYOL,83.5
100,,,,,,,,1.50283010079282,0.38910233494560287,9.0,BYOL,82.52
101,,,,,,0.8560921638123287,0.017515978584737378,,1.4708841663121504,,BYOL,83.07
102,,,,2.0,,,0.09425403187332194,,,7.0,BYOL,83.51
103,,,,,,0.13111181598128513,0.14679877337978883,,,10.0,BYOL,83.33
104,,0.0,,,,,0.10692203177261063,1.2362074585586507,,,BYOL,82.76
105,,,,2.0,11.0,,0.20574165582170742,,,,BYOL,83.29
106,0.7309463037283728,,0.2298387750158817,,,,,,,12.0,BYOL,83.5
107,,1.0,,,,1.1752645200199783,,0.8731028951825053,,,BYOL,83.23
108,0.8870333019475946,,0.1457841747847008,,,,,0.7427152970861155,,,BYOL,83.01
109,,,,4.0,,,,0.10901536028090142,,3.0,BYOL,82.53
110,,0.0,,,,,0.04844954787942095,,1.4733517238493241,,BYOL,83.63
111,0.31613845601711854,0.0,,,,,,0.54655653702681,,,BYOL,83.05
112,1.6092310000434302,,0.016074108816116903,,,,,,1.572208361158058,,BYOL,83.3
113,1.4391745093249415,,0.19747287023046922,,19.0,,,,,,BYOL,82.89
114,,,0.05091560359881968,14.0,,,,,,6.0,BYOL,82.72
115,,1.0,,,,1.3603391469483535,,,,6.0,BYOL,82.27
116,,,,,,,,0.3348583620689892,1.6066852590600906,7.0,BYOL,82.82
117,,,,6.0,,,0.023564933359384876,,,3.0,BYOL,83.54
118,,,,,,1.5211010010345225,0.2071941726976081,,,14.0,BYOL,82.14
119,,,,,,1.1482234022983675,,1.695000118424309,1.649345294259155,,BYOL,83.29
120,0.8194222020645746,,,6.0,,,,,,8.0,BYOL,82.65
121,,0.0,0.07398845417573428,,,,,,1.4037698620366672,,BYOL,83.1
122,,,,,16.0,,,,0.7132194560911714,11.0,BYOL,82.01
123,,,,,22.0,0.34364308738092453,,1.4869203105723479,,,BYOL,82.89
124,,,0.23090809162753148,12.0,,,,,1.7634805770604205,,BYOL,82.99
125,,0.0,0.04904480784349206,,,,0.12238417992478577,,,,BYOL,82.49
126,0.40914084420223096,,0.1969784332869812,,,,,,0.7166967911065015,,BYOL,82.58
127,1.0352231563163357,,,11.0,,,0.2208585258343436,,,,BYOL,83.48
128,,,,,,0.8389511256636925,0.13127617811288148,,1.674122441968215,,BYOL,83.65
129,,,,,-22.0,0.6258046661761358,,0.936046396966507,,,BYOL,83.01
130,,,0.2640116355405658,,,,,1.6929135789627616,1.369465722077832,,BYOL,83.2
131,,,0.093993436092338,,,1.2281413680160866,,1.7958167825267113,,,BYOL,82.48
132,,1.0,,14.0,,,,,0.30885127984509697,,BYOL,83.96
133,,,,12.0,,0.8993349892381839,0.22909069045040042,,,,BYOL,83.26
134,,0.0,,,13.0,,,0.38671980622629576,,,BYOL,83.18
135,,,,12.0,,1.1185302433686732,0.1753822047317014,,,,BYOL,82.48
136,,,,5.0,,1.134750335898224,0.2758428531759926,,,,BYOL,83.41
137,,,,,11.0,1.8456924397235437,,0.2296972539913499,,,BYOL,82.37
138,,,0.07389357188954467,,,1.5086459709288287,,1.4309344501477048,,,BYOL,82.6
139,,,,,24.0,1.004008325744247,,,,0.0,BYOL,83.24
140,0.9609463727745646,,,,,,0.08463649040827903,0.7729976952234887,,,BYOL,83.43
141,1.7059259179843564,,,,,0.7718257699404483,0.17456646557356018,,,,BYOL,83.83
142,0.797453153024515,,,5.0,,,,,,10.0,BYOL,81.97
143,,,0.02729662904171728,,-23.0,,,1.6382476513310207,,,BYOL,83.09
144,,0.0,,14.0,,,,,,12.0,BYOL,83.27
145,,,,,-18.0,0.7167016449036772,0.19215720704642217,,,,BYOL,82.91
146,,,0.10244183892097797,7.0,,,,,0.6660669357868882,,BYOL,82.04
147,1.4991848130695473,,,,,,0.16994456231811716,,,9.0,BYOL,82.89
148,,,,,7.0,1.7615433047606321,0.15264827052821503,,,,BYOL,82.57
149,1.448776107592052,,0.18754505885933576,12.0,,,,,,,BYOL,83.21
150,,,,,-6.0,,0.04285738701136791,,1.818905424331424,,BYOL,83.08
151,0.8328991911866854,0.0,,,,,0.293344464639288,,,,BYOL,82.32
152,,,,9.0,2.0,,0.12170430688239826,,,,BYOL,82.97
153,1.0721869781882873,1.0,,,,,,,0.5272677064997876,,BYOL,82.14
154,,,,,,0.4680769852515574,0.003924988504749948,,1.5408548032049876,,BYOL,82.96
155,1.6142881513779965,,0.21908711729896171,,,,,,,6.0,BYOL,82.94
156,,,,,,,0.29301503726761596,0.41855934791651717,,13.0,BYOL,83.15
157,,,,,,,0.1555220688558197,0.378569331526579,,4.0,BYOL,82.4
158,0.3260440561928336,0.0,,,,,,,0.2606571962160633,,BYOL,82.38
159,0.9554710427393412,,,11.0,19.0,,,,,,BYOL,81.92
160,0.2211353997940423,,,,-8.0,,0.014054990619177365,,,,BYOL,83.2
161,,0.0,,,,0.30023925386095307,0.038521367409947056,,,,BYOL,83.53
162,,1.0,,,,,0.26126456735836856,,,1.0,BYOL,82.05
163,,1.0,,,,,0.09997846691387749,0.7956641305773643,,,BYOL,83.17
164,,1.0,,,,0.22598055956899513,0.06814193030343059,,,,BYOL,82.82
165,,,,,-10.0,1.3052160679020066,,0.16338890112006638,,,BYOL,83.31
166,0.38450568333545154,,,,28.0,,,,0.679454620974441,,BYOL,83.28
167,0.49876723713374027,,0.015731888198713583,,,,,0.6497734266565298,,,BYOL,83.22
168,,,,,-7.0,1.4496610051629129,0.03397800642097436,,,,BYOL,83.18
169,,,,5.0,,,0.08186615160262807,,1.0641349034973768,,BYOL,83.16
170,,1.0,,,15.0,,,,1.7710261626928387,,BYOL,83.15
171,1.7485164638124109,,,,,,,1.2932732047955158,1.401590123877045,,BYOL,82.26
172,,,,,-8.0,,,1.5664474941840376,,10.0,BYOL,83.38
173,,0.0,0.06761235456767918,,-2.0,,,,,,BYOL,82.99
174,,,,,-29.0,0.5462525595464002,,1.33261229683932,,,BYOL,83.39
175,,0.0,0.23074516587109564,,,,,,,3.0,BYOL,82.66
176,,,0.20161965382104632,,,,0.11173559525862244,1.4292794246747478,,,BYOL,83.05
177,,,0.020259000864351017,,,,0.07045078509220008,,0.1413870270777322,,BYOL,82.61
178,1.8927736865779368,0.0,,,4.0,,,,,,BYOL,83.49
179,,,0.25050419739797114,,,,,,1.475452915900494,14.0,BYOL,83.18
180,,1.0,0.034010341686923205,,8.0,,,,,,BYOL,83.23
181,1.2874550730578995,,,,,,,,0.33130133351982505,13.0,BYOL,83.23
182,,,,,-3.0,,,0.8787687130067341,,2.0,BYOL,82.88
183,,1.0,,2.0,27.0,,,,,,BYOL,82.12
184,,1.0,,,1.0,,,,1.6921687421788305,,BYOL,82.57
185,,,0.047965428367560604,,4.0,,0.204080168511278,,,,BYOL,83.4
186,,,0.08217307229795355,1.0,,,,,,0.0,BYOL,83.21
187,,0.0,,,,1.4787061102886163,0.19671743698460692,,,,BYOL,82.78
188,,0.0,0.09185497473696125,13.0,,,,,,,BYOL,82.38
189,,1.0,,,-3.0,,,1.2063682300702114,,,BYOL,83.1
190,,,,3.0,,,0.19981388935246722,,,11.0,BYOL,83.05
191,,,0.28225060613855796,5.0,,,0.08153628800700206,,,,BYOL,83.29
192,,,,,11.0,1.6278381160601436,,1.3173524362556372,,,BYOL,83.49
193,,,,7.0,,0.8102452222354968,,,,6.0,BYOL,83.1
194,0.6831622493601904,1.0,,,,,,,0.7435871882501848,,BYOL,83.31
195,,,,,,1.0674103685273444,,0.14073214352332708,,0.0,BYOL,83.27
196,1.7195711376137757,,,12.0,,,,,0.16693953430337302,,BYOL,83.37
197,0.533264969756375,,,,,,0.0511320011533816,,,9.0,BYOL,82.98
198,,,0.16125289994496214,9.0,,1.1959218551855153,,,,,BYOL,83.32
199,1.3087802532148007,,,3.0,,,0.0423508816390835,,,,BYOL,82.85
200,1.269079580874748,,0.030136855820875552,,,,,,,2.0,BYOL,83.16
201,,,,1.0,,,,,0.9345033129444237,1.0,BYOL,83.08
202,,,0.030273399082785767,,,,0.02322055170738798,,1.602215662555469,,BYOL,83.09
203,,,0.17287046963072794,,,,,,0.46101384162828496,10.0,BYOL,82.91
204,,,,8.0,4.0,,,0.669938532562944,,,BYOL,82.37
205,,1.0,,,,,,,1.5766620966871725,8.0,BYOL,83.24
206,,,,,-8.0,1.4802248478009543,,,1.2834841117528684,,BYOL,83.09
207,,,,,9.0,0.8337425152916705,0.031449365531808514,,,,BYOL,83.53
208,,0.0,0.25882650413731517,,-11.0,,,,,,BYOL,83.52
209,,,0.08054154035069555,10.0,,,,0.21892366764382032,,,BYOL,83.3
210,,,,,,,0.07626926772337839,0.8785752901213135,,13.0,BYOL,83.83
211,,,0.23740962385549227,,13.0,1.4050735884527092,,,,,BYOL,82.43
212,,1.0,,,,,,1.2665269927413176,,13.0,BYOL,83.78
213,,,,,-17.0,,,,1.614689670998047,0.0,BYOL,83.17
214,,,,1.0,,,0.07959755317118603,,,4.0,BYOL,82.7
215,,,0.1757256723243677,,,,,1.2822083528168955,1.0942230483150968,,BYOL,83.32
216,,1.0,0.25604114181613646,,,,,0.8382282954762438,,,BYOL,82.25
217,,1.0,,,,,0.0007361915014561182,1.1817048393670624,,,BYOL,82.97
218,,0.0,0.1810291605534933,,,,0.14998509266568774,,,,BYOL,83.02
219,,0.0,0.04200970686884379,4.0,,,,,,,BYOL,83.01
220,,,,,25.0,,,1.189842214865821,1.533205747884415,,BYOL,83.16
221,,0.0,0.2656902961472739,,,0.7852005605848827,,,,,BYOL,82.83
222,,1.0,0.036109548355214516,,,,,,0.6882555947045238,,BYOL,82.45
223,,,,8.0,,1.2528549050508393,0.20716798040346926,,,,BYOL,82.72
224,,0.0,,4.0,-5.0,,,,,,BYOL,82.79
225,0.1275304959846077,,,,,,0.16311046938257562,0.7717829916962607,,,BYOL,83.57
226,,,,9.0,-19.0,,,,1.8622256082766155,,BYOL,83.16
227,,,0.09865395722213723,7.0,,0.45456115727578483,,,,,BYOL,83.58
228,0.7589930822590717,,0.21532983428724575,,,,,1.657842809625453,,,BYOL,82.45
229,,,,,16.0,0.25888458531158554,0.18086568921785567,,,,BYOL,83.4
230,,,,14.0,19.0,,,0.925620199383727,,,BYOL,83.55
231,1.51805758117513,,,,21.0,,,,0.8770258775377499,,BYOL,83.23
232,,,0.1470050195787736,,,0.7373647908181136,,1.6490083974645122,,,BYOL,82.75
233,,,,13.0,,,,1.8564127851787064,,0.0,BYOL,82.85
234,,0.0,,,,,0.014969506211161597,,,9.0,BYOL,82.55
235,0.12314289681080755,,,,,,,1.6236679873834499,,6.0,BYOL,83.4
236,,1.0,0.008327780070839218,,,,0.2782211967781946,,,,BYOL,83.07
237,,0.0,,,,1.3520178789145596,,,,2.0,BYOL,82.9
238,,1.0,,,,,,0.8189982277621372,,11.0,BYOL,82.91
239,,,0.012125055460682576,14.0,,0.2585549651894056,,,,,BYOL,83.6
240,,,,,,1.127105241384749,0.12359530475003948,,,12.0,BYOL,83.25
241,1.4982561060277384,,,,6.0,,,1.457495900541,,,BYOL,82.94
242,,,,10.0,,0.9711285545290801,,0.910739898781551,,,BYOL,83.27
243,1.3271628104229616,0.0,,,,,,,1.5553550573492774,,BYOL,82.87
244,,,,11.0,,0.33977899890954777,,,1.3531429963965846,,BYOL,82.95
245,,1.0,,,,,0.004449733807366107,,0.9686110141915404,,NNCLR,83.28
246,0.16192643297616274,,,5.0,1.0,,,,,,NNCLR,83.03
247,,,0.013366914735129909,,,,,0.34964069787966523,,13.0,NNCLR,81.66
248,,1.0,,,,0.92229607190495,,0.6105127922320872,,,NNCLR,82.21
249,,,,3.0,-1.0,,,1.482108065099183,,,NNCLR,83.07
250,1.1492768005080465,0.0,,,,,0.04019175811474016,,,,NNCLR,82.37
251,,,,,19.0,1.716753240170539,,0.6658548489216111,,,NNCLR,83.01
252,1.2753599170758068,1.0,,,,0.9459531405343823,,,,,NNCLR,83.16
253,,,,3.0,,1.8456105600533361,,,,0.0,NNCLR,82.43
254,1.2842036897663964,,,,4.0,,0.24539485932888955,,,,NNCLR,82.59
255,,0.0,0.17017064305893717,5.0,,,,,,,NNCLR,82.39
256,1.8058490636022833,,0.04990912373797426,,,,,,1.5534095536445602,,NNCLR,82.64
257,0.3583237864900751,0.0,,,,,,,1.3254212252383388,,NNCLR,82.97
258,,,0.049481341973889655,4.0,,0.5806487233960831,,,,,NNCLR,82.94
259,0.8824789881899818,,,12.0,,,,,0.7256282611974705,,NNCLR,81.68
260,,,,,,0.674961827968961,0.09949716679064864,,0.24386505835638256,,NNCLR,82.79
261,0.8030564953171911,1.0,,10.0,,,,,,,NNCLR,82.67
262,,,,,1.0,0.9686701840444559,,,,8.0,NNCLR,82.86
263,0.8220337841240242,,0.20228834478879254,14.0,,,,,,,NNCLR,82.66
264,,1.0,,,,0.9818123658236851,,0.39843359295797376,,,NNCLR,82.04
265,1.5923197408286636,1.0,0.2616040282014692,,,,,,,,NNCLR,82.82
266,,,0.04560361305346282,,,0.7293483344237365,0.1824666949825249,,,,NNCLR,82.74
267,1.651665793252881,,,12.0,,,,,1.00200193271606,,NNCLR,82.65
268,1.7162947641291737,,,,-3.0,,,1.356166625207981,,,NNCLR,82.51
269,,,,0.0,,0.6815113851010918,,1.4313542651177675,,,NNCLR,82.13
270,0.309476607533101,,,,,,0.08888415866052361,,,12.0,NNCLR,82.12
271,,,0.273929593452709,,8.0,,,,,0.0,NNCLR,83.52
272,,,0.2010003949940041,5.0,-21.0,,,,,,NNCLR,82.33
273,,0.0,,,,,,,1.874541294796494,1.0,NNCLR,82.32
274,,1.0,,,,,,,0.47386479955384475,1.0,NNCLR,82.76
275,0.9057201474557218,0.0,,,,1.4382006347174625,,,,,NNCLR,82.3
276,,,0.0023242686903337194,,10.0,,,1.5089762861194609,,,NNCLR,82.56
277,,0.0,,,,0.8623325618715196,,,0.2263108118630697,,NNCLR,82.13
278,,,0.07640942564656317,,,,0.13706212883629906,1.4669191088416884,,,NNCLR,82.53
279,0.9989040696140622,,,,2.0,,,,1.734465368647275,,NNCLR,83.47
280,1.4077835090362234,1.0,,,,,,0.9686737554578606,,,NNCLR,83.1
281,0.2511089998584214,,,,,0.7606329324988612,,,1.0716527692655162,,NNCLR,81.64
282,,0.0,,9.0,,,,,1.6251157501368843,,NNCLR,82.72
283,,,,,11.0,,0.09662916602314,1.4327958204877682,,,NNCLR,82.88
284,,,,,-11.0,,,0.5335252844047151,1.1903333629329353,,NNCLR,82.18
285,,,0.06596290149546202,,,1.4408428455367732,0.2853431167192505,,,,NNCLR,82.85
286,0.4623890937180807,,,,,,0.25439522241362017,,,6.0,NNCLR,82.69
287,,,,,,,,1.3461090135638663,1.6664404279424043,10.0,NNCLR,81.9
288,,,,,,,0.25792090580278365,1.1820859115499582,0.8146508319989598,,NNCLR,83.46
289,,,0.10362083762847922,9.0,,,,,1.5207801949685043,,NNCLR,82.54
290,,,,1.0,,,0.11922439956495856,1.1402010216238636,,,NNCLR,83.04
291,,,,7.0,,,0.13342321002443752,1.7631543379874088,,,NNCLR,82.6
292,0.41516722170124987,,,,,1.583503780979239,,,1.8748466274701334,,NNCLR,83.18
293,1.2540776556328381,,,,,0.27465814783584785,,0.7988310944274458,,,NNCLR,82.32
294,,,,14.0,,,0.17100375167004891,,,12.0,NNCLR,82.31
295,,0.0,,,,1.1897290728487664,,1.8284611276523515,,,NNCLR,82.36
296,,,,,7.0,,0.029892767152606192,,,2.0,NNCLR,82.66
297,,,,6.0,,,,1.6305592036022605,0.644742756376361,,NNCLR,82.49
298,,0.0,0.14749968758853388,,,,,,0.7216081989345896,,NNCLR,82.49
299,1.6815922131179386,1.0,,12.0,,,,,,,NNCLR,83.19
300,,1.0,,2.0,,,,,1.0240403663751938,,NNCLR,83.2
301,,1.0,0.0705141755346074,,,,,,1.3990482967334739,,NNCLR,82.05
302,,,0.15654388506652936,,-8.0,,,,1.600570093341081,,NNCLR,81.9
303,0.12199663070774346,,,,13.0,,,,,2.0,NNCLR,81.97
304,,1.0,0.17308866286107183,,,,,,,1.0,NNCLR,82.83
305,,1.0,,,26.0,,,,,1.0,NNCLR,82.37
306,,,,,,0.8203683425500856,0.00938009623576822,,,1.0,NNCLR,82.52
307,,0.0,,10.0,,,,0.7451656191350525,,,NNCLR,83.24
308,0.4700240793015845,,,4.0,,,0.28776412864177464,,,,NNCLR,81.97
309,,,,,,1.1522360360025132,,,1.2064658357281854,6.0,NNCLR,83.86
310,,0.0,,,,0.10983114258746969,0.008300875511549276,,,,NNCLR,82.13
311,,,0.004388502229883717,1.0,,,0.2079461382000251,,,,NNCLR,82.82
312,,0.0,,8.0,,,,,0.40513673495491087,,NNCLR,81.84
313,0.4343434830169629,1.0,,,,0.8179043019521482,,,,,NNCLR,83.01
314,1.2987355092689485,,,,,,,0.5557375558982303,0.3502775570568769,,NNCLR,82.76
315,0.241437292377653,,0.04608153837478724,,,,0.15746970916198336,,,,NNCLR,82.82
316,,,0.2116184829584802,4.0,,1.5519796967681398,,,,,NNCLR,82.21
317,,0.0,,,-21.0,,0.262672677285431,,,,NNCLR,81.78
318,,,,,,,0.1606728025107769,,0.48505339521121893,4.0,NNCLR,82.82
319,,1.0,,8.0,,,0.200806129820572,,,,NNCLR,80.76
320,0.934648918479513,,0.13924908679221876,,27.0,,,,,,NNCLR,82.26
321,,0.0,,9.0,,,0.04620211746861606,,,,NNCLR,83.28
322,0.8008674003155373,,,,,0.9815925841242765,,0.37858338860908725,,,NNCLR,82.35
323,0.990342472014813,,,,-8.0,,,,,10.0,NNCLR,82.84
324,,1.0,,,,1.2549073406669577,,,0.3686457351139466,,NNCLR,82.89
325,,,,10.0,,,0.10035677023864854,0.9237823225257129,,,NNCLR,82.87
326,,,,,,0.7842273168106125,0.23608806449465816,,1.4973257128563258,,NNCLR,82.59
327,,,,14.0,,,0.2974333226900039,,0.7589656396469516,,NNCLR,82.11
